wavelength,beta_logreg,beta_svm,abs_beta_logreg,abs_beta_svm
798.0,0.003140156771707381,-0.0012793768350036422,0.003140156771707381,0.0012793768350036422
800.0,0.0017811500585978217,-0.0011619594723453412,0.0017811500585978217,0.0011619594723453412
802.0,0.00521501514631848,0.0011180865765554146,0.00521501514631848,0.0011180865765554146
804.0,0.012624792014584413,0.004984528352269232,0.012624792014584413,0.004984528352269232
806.0,0.021886207569126598,0.009351323335675461,0.021886207569126598,0.009351323335675461
808.0,0.030302065010984307,0.01299204806250884,0.030302065010984307,0.01299204806250884
810.0,0.035503700382632,0.014936039449417678,0.035503700382632,0.014936039449417678
812.0,0.03624642077647605,0.014780618407029907,0.03624642077647605,0.014780618407029907
814.0,0.032870352143527196,0.012834545067707774,0.032870352143527196,0.012834545067707774
816.0,0.027152590051501346,0.009994830463364855,0.027152590051501346,0.009994830463364855
818.0,0.021627014871850706,0.007417474125602394,0.021627014871850706,0.007417474125602394
820.0,0.018779218127542175,0.006165979745871654,0.018779218127542175,0.006165979745871654
822.0,0.020332194884353578,0.006918287956670819,0.020332194884353578,0.006918287956670819
824.0,0.026674206184264273,0.00974686998318251,0.026674206184264273,0.00974686998318251
826.0,0.03663554651378471,0.014059735822138424,0.03663554651378471,0.014059735822138424
828.0,0.04778124753858358,0.01876253640342606,0.04778124753858358,0.01876253640342606
830.0,0.05709107004792271,0.022569856316957695,0.05709107004792271,0.022569856316957695
832.0,0.061831060948268825,0.024373817601484632,0.061831060948268825,0.024373817601484632
834.0,0.06043487600253203,0.023594684149943312,0.06043487600253203,0.023594684149943312
836.0,0.052995548717798525,0.020355175419482865,0.052995548717798525,0.020355175419482865
838.0,0.04109825133722023,0.015381765161096647,0.04109825133722023,0.015381765161096647
840.0,0.027271483442016225,0.009759059193236263,0.027271483442016225,0.009759059193236263
842.0,0.014449743244289154,0.004698389882994049,0.014449743244289154,0.004698389882994049
844.0,0.005442550774065057,0.001315173233810165,0.005442550774065057,0.001315173233810165
