source_id,idx,flux,flux_error,wavelength
2117325697617090304,323,5.248782e-17,1.9385935e-18,
2117325697617090304,324,5.2439476e-17,1.88968e-18,
2117325697617090304,325,5.2532828e-17,1.7831011e-18,
2117325697617090304,326,5.2380246e-17,1.7106583e-18,
2117325697617090304,327,5.3529815e-17,1.8276746e-18,
2117325697617090304,328,5.367514e-17,2.0627974e-18,
2117325697617090304,329,5.4585295e-17,2.3861539e-18,
2117325697617090304,330,5.5237004e-17,2.652636e-18,
2117325697617090304,331,5.506033e-17,2.7588494e-18,
2117325697617090304,332,5.5071187e-17,2.7353326e-18,
2117325697617090304,333,5.4441236e-17,2.5980924e-18,
2117325697617090304,334,5.314698e-17,2.507132e-18,
2117325697617090304,335,5.2318456e-17,2.732233e-18,
2117325697617090304,336,5.046904e-17,3.2625418e-18,
2117325697617090304,337,4.932779e-17,4.0325303e-18,
2117325697617090304,338,4.8714403e-17,4.8112766e-18,
2117325697617090304,339,4.7763688e-17,5.292896e-18,
2117325697617090304,340,4.8873632e-17,5.5834724e-18,
2117325697617090304,341,4.9362112e-17,5.3538517e-18,
2117325697617090304,342,5.2198948e-17,5.120067e-18,
